teamAbbr,teamPTS,opptAbbr,opptPTS,teamRslt,teamLoc,teamPTS1,teamPTS2,teamPTS3,teamPTS4,teamPTS5,teamPTS6,teamPTS7,teamPTS8,opptPTS1,opptPTS2,opptPTS3,opptPTS4,opptPTS5,opptPTS6,opptPTS7,opptPTS8
PHI,100,NO,82,Win,Home,32,24,28,16,0,0,0,0,14,27,11,30,0,0,0,0
ATL,107,CLE,123,Loss,Home,27,29,26,25,0,0,0,0,31,30,36,26,0,0,0,0
BOS,91,IND,97,Loss,Home,16,22,34,19,0,0,0,0,30,29,17,21,0,0,0,0
CHI,114,MIN,113,Win,Home,30,26,33,25,0,0,0,0,27,40,19,27,0,0,0,0
HOU,130,DEN,104,Win,Home,35,28,34,33,0,0,0,0,23,23,24,34,0,0,0,0
MIA,91,MIL,85,Win,Home,19,23,30,19,0,0,0,0,23,23,8,31,0,0,0,0
UTA,106,CHA,94,Win,Home,28,27,29,22,0,0,0,0,24,22,31,17,0,0,0,0
SAC,100,POR,118,Loss,Home,31,21,22,26,0,0,0,0,33,29,30,26,0,0,0,0
BKN,128,NO,138,Loss,Home,22,30,33,31,8,4,0,0,34,38,28,16,8,14,0,0
ORL,104,MIL,111,Loss,Home,29,25,20,30,0,0,0,0,24,26,28,33,0,0,0,0
PHI,112,LAC,98,Win,Home,37,32,16,27,0,0,0,0,28,27,23,20,0,0,0,0
CHI,90,WAS,101,Loss,Home,22,24,24,20,0,0,0,0,30,26,26,19,0,0,0,0
DAL,130,LAL,123,Win,Home,34,31,35,30,0,0,0,0,36,30,29,28,0,0,0,0
GS,122,SA,105,Win,Home,27,31,33,31,0,0,0,0,37,18,20,30,0,0,0,0
PHO,113,DEN,123,Loss,Home,23,37,29,24,0,0,0,0,28,34,32,29,0,0,0,0
CHA,103,TOR,123,Loss,Home,26,29,19,29,0,0,0,0,30,32,28,33,0,0,0,0
ATL,118,DET,115,Win,Home,28,27,27,36,0,0,0,0,23,33,24,35,0,0,0,0
BOS,99,CLE,121,Loss,Home,32,20,22,25,0,0,0,0,31,33,31,26,0,0,0,0
IND,121,NY,113,Win,Home,36,32,26,27,0,0,0,0,37,25,22,29,0,0,0,0
HOU,104,DAL,97,Win,Home,27,30,30,17,0,0,0,0,19,36,20,22,0,0,0,0
MIN,111,SAC,106,Win,Home,23,33,19,36,0,0,0,0,29,25,26,26,0,0,0,0
OKC,110,MEM,92,Win,Home,35,39,21,15,0,0,0,0,18,36,26,12,0,0,0,0
POR,96,UTA,115,Loss,Home,26,18,19,33,0,0,0,0,19,24,38,34,0,0,0,0
DET,103,NO,118,Loss,Home,31,21,28,23,0,0,0,0,32,28,35,23,0,0,0,0
PHI,108,NY,92,Win,Home,31,26,29,22,0,0,0,0,21,34,24,13,0,0,0,0
BKN,101,LAC,114,Loss,Home,22,29,16,34,0,0,0,0,34,32,24,24,0,0,0,0
CHI,105,ORL,101,Win,Home,30,23,24,28,0,0,0,0,27,24,20,30,0,0,0,0
UTA,101,SA,99,Win,Home,25,29,15,32,0,0,0,0,22,26,29,22,0,0,0,0
GS,129,PHO,83,Win,Home,25,37,37,30,0,0,0,0,24,21,26,12,0,0,0,0
TOR,115,MIA,112,Win,Home,28,29,41,17,0,0,0,0,24,31,26,31,0,0,0,0
MIL,97,ATL,92,Win,Home,21,20,33,23,0,0,0,0,24,19,18,31,0,0,0,0
MIN,108,HOU,126,Loss,Home,31,19,30,28,0,0,0,0,23,31,30,42,0,0,0,0
OKC,112,CLE,120,Loss,Home,28,29,30,25,0,0,0,0,29,33,29,29,0,0,0,0
DAL,109,SAC,114,Loss,Home,16,28,27,38,0,0,0,0,29,36,23,26,0,0,0,0
DEN,117,SA,109,Win,Home,30,28,29,30,0,0,0,0,32,29,29,19,0,0,0,0
DET,104,ATL,98,Win,Home,22,23,37,22,0,0,0,0,14,19,28,37,0,0,0,0
ORL,102,CHA,104,Loss,Home,26,27,25,24,0,0,0,0,20,34,31,19,0,0,0,0
PHI,104,MIA,102,Win,Home,20,19,34,31,0,0,0,0,29,33,19,21,0,0,0,0
BKN,103,IND,108,Loss,Home,23,31,25,24,0,0,0,0,22,32,19,35,0,0,0,0
NY,113,WAS,118,Loss,Home,39,33,15,26,0,0,0,0,26,25,39,28,0,0,0,0
BOS,119,LAC,129,Loss,Home,25,32,34,28,0,0,0,0,34,27,32,36,0,0,0,0
CHI,98,TOR,122,Loss,Home,33,16,27,22,0,0,0,0,27,34,34,27,0,0,0,0
HOU,100,SAC,91,Win,Home,20,35,17,28,0,0,0,0,25,20,18,28,0,0,0,0
MEM,114,OKC,121,Loss,Home,33,20,31,30,0,0,0,0,34,39,19,29,0,0,0,0
NO,139,LAL,117,Win,Home,46,33,24,36,0,0,0,0,33,33,25,26,0,0,0,0
UTA,107,PHO,97,Win,Home,27,23,22,35,0,0,0,0,23,18,30,26,0,0,0,0
POR,123,GS,117,Win,Home,40,23,29,31,0,0,0,0,27,24,36,30,0,0,0,0
MIL,123,DEN,134,Loss,Home,28,34,26,35,0,0,0,0,35,39,33,27,0,0,0,0
MIN,119,LAL,111,Win,Home,35,27,22,35,0,0,0,0,39,26,26,20,0,0,0,0
CHA,111,BKN,96,Win,Home,32,23,25,31,0,0,0,0,28,25,21,22,0,0,0,0
ORL,113,NY,120,Loss,Home,41,28,21,23,0,0,0,0,31,32,30,27,0,0,0,0
CHI,115,PHI,116,Loss,Home,29,40,22,24,0,0,0,0,33,34,26,23,0,0,0,0
CLE,103,WAS,110,Loss,Home,31,23,25,24,0,0,0,0,22,35,25,28,0,0,0,0
SAC,107,OKC,110,Loss,Home,21,39,30,17,0,0,0,0,44,23,18,25,0,0,0,0
GS,134,LAC,127,Win,Home,34,36,32,32,0,0,0,0,23,35,34,35,0,0,0,0
DET,98,BOS,110,Loss,Home,28,21,28,21,0,0,0,0,23,38,25,24,0,0,0,0
IND,116,ATL,93,Win,Home,27,34,22,33,0,0,0,0,22,22,22,27,0,0,0,0
WAS,105,CHA,122,Loss,Home,26,29,27,23,0,0,0,0,36,31,27,28,0,0,0,0
TOR,119,MIL,122,Loss,Home,29,28,31,22,9,0,0,0,23,42,31,14,12,0,0,0
HOU,120,MIN,102,Win,Home,26,29,33,32,0,0,0,0,32,22,21,27,0,0,0,0
MEM,89,CLE,112,Loss,Home,27,22,22,18,0,0,0,0,20,34,31,27,0,0,0,0
NO,124,MIA,123,Win,Home,22,35,27,24,16,0,0,0,27,32,30,19,15,0,0,0
DEN,122,SA,119,Win,Home,32,31,33,26,0,0,0,0,30,31,28,30,0,0,0,0
PHO,117,LAC,128,Loss,Home,18,32,28,39,0,0,0,0,40,39,16,33,0,0,0,0
UTA,81,POR,100,Loss,Home,30,17,17,17,0,0,0,0,31,22,27,20,0,0,0,0
LAL,124,DAL,102,Win,Home,32,31,32,29,0,0,0,0,17,24,35,26,0,0,0,0
PHI,116,ORL,105,Win,Home,27,31,29,29,0,0,0,0,18,22,31,34,0,0,0,0
MIA,115,MEM,89,Win,Home,34,26,32,23,0,0,0,0,31,21,18,19,0,0,0,0
NY,112,BOS,121,Loss,Home,24,32,25,31,0,0,0,0,23,36,29,33,0,0,0,0
GS,112,OKC,80,Win,Home,24,28,32,28,0,0,0,0,19,26,21,14,0,0,0,0
MIN,122,CHI,104,Win,Home,31,29,26,36,0,0,0,0,24,38,20,22,0,0,0,0
PHO,104,POR,106,Loss,Home,24,26,31,23,0,0,0,0,28,27,16,35,0,0,0,0
UTA,97,DAL,90,Win,Home,35,18,21,23,0,0,0,0,23,27,21,19,0,0,0,0
SAC,108,LAL,113,Loss,Home,29,29,25,25,0,0,0,0,25,25,37,26,0,0,0,0
CHA,114,DET,98,Win,Home,32,38,26,18,0,0,0,0,19,27,25,27,0,0,0,0
MIL,121,NO,123,Loss,Home,32,34,19,29,7,0,0,0,21,28,38,27,9,0,0,0
CLE,94,SA,110,Loss,Home,20,33,21,20,0,0,0,0,25,25,26,34,0,0,0,0
DEN,114,HOU,119,Loss,Home,25,27,27,35,0,0,0,0,38,28,26,27,0,0,0,0
WAS,109,PHI,94,Win,Home,30,37,20,22,0,0,0,0,28,20,25,21,0,0,0,0
ATL,104,LAL,123,Loss,Home,22,24,29,29,0,0,0,0,28,36,32,27,0,0,0,0
BOS,109,MEM,98,Win,Home,33,34,19,23,0,0,0,0,24,17,28,29,0,0,0,0
BKN,104,CHI,87,Win,Home,28,21,35,20,0,0,0,0,19,32,19,17,0,0,0,0
NY,111,GS,125,Loss,Home,39,25,18,29,0,0,0,0,37,26,39,23,0,0,0,0
TOR,123,DET,94,Win,Home,30,29,34,30,0,0,0,0,26,27,22,19,0,0,0,0
NO,125,PHO,116,Win,Home,26,32,38,29,0,0,0,0,36,29,24,27,0,0,0,0
OKC,112,ORL,105,Win,Home,31,30,23,28,0,0,0,0,38,24,15,28,0,0,0,0
DAL,109,IND,103,Win,Home,23,26,19,41,0,0,0,0,23,20,22,38,0,0,0,0
UTA,85,HOU,96,Loss,Home,21,23,19,22,0,0,0,0,19,20,31,26,0,0,0,0
SAC,100,MIN,118,Loss,Home,29,31,17,23,0,0,0,0,29,34,34,21,0,0,0,0
CHA,118,CHI,103,Win,Home,26,25,36,31,0,0,0,0,29,22,27,25,0,0,0,0
CLE,129,BKN,123,Win,Home,25,35,34,35,0,0,0,0,29,32,30,32,0,0,0,0
MIA,102,PHI,101,Win,Home,17,28,28,29,0,0,0,0,24,24,27,26,0,0,0,0
MIL,104,WAS,107,Loss,Home,22,28,31,23,0,0,0,0,40,24,20,23,0,0,0,0
POR,116,SAC,99,Win,Home,36,30,22,28,0,0,0,0,26,27,27,19,0,0,0,0
DEN,120,LAC,122,Loss,Home,33,25,30,32,0,0,0,0,24,28,29,41,0,0,0,0
DET,110,MIL,87,Win,Home,32,21,32,25,0,0,0,0,32,12,26,17,0,0,0,0
ORL,104,TOR,117,Loss,Home,37,26,26,15,0,0,0,0,42,27,21,27,0,0,0,0
ATL,107,IND,102,Win,Home,28,27,30,22,0,0,0,0,27,23,15,37,0,0,0,0
BOS,134,CHA,106,Win,Home,37,30,36,31,0,0,0,0,31,28,20,27,0,0,0,0
MEM,102,PHO,110,Loss,Home,27,27,18,30,0,0,0,0,21,36,25,28,0,0,0,0
WAS,101,GS,109,Loss,Home,21,35,14,31,0,0,0,0,36,22,27,24,0,0,0,0
DAL,110,OKC,111,Loss,Home,21,22,33,24,10,0,0,0,32,22,23,23,11,0,0,0
SA,116,NO,121,Loss,Home,29,31,35,21,0,0,0,0,24,27,36,34,0,0,0,0
LAC,92,HOU,105,Loss,Home,12,31,29,20,0,0,0,0,34,27,22,22,0,0,0,0
MIA,113,LAL,131,Loss,Home,36,26,32,19,0,0,0,0,33,40,31,27,0,0,0,0
CLE,97,PHI,108,Loss,Home,29,27,15,26,0,0,0,0,32,27,18,31,0,0,0,0
SAC,116,BKN,111,Win,Home,22,31,20,27,16,0,0,0,31,20,28,21,11,0,0,0
POR,108,MIN,99,Win,Home,19,25,31,33,0,0,0,0,24,25,29,21,0,0,0,0
ORL,115,DET,106,Win,Home,31,22,29,22,11,0,0,0,29,23,30,22,2,0,0,0
PHI,110,CHA,99,Win,Home,27,21,26,36,0,0,0,0,30,26,24,19,0,0,0,0
ATL,109,GS,114,Loss,Home,31,19,34,25,0,0,0,0,33,29,28,24,0,0,0,0
CHI,108,DAL,100,Win,Home,24,23,31,30,0,0,0,0,32,17,36,15,0,0,0,0
MEM,102,DEN,108,Loss,Home,29,25,26,22,0,0,0,0,35,28,28,17,0,0,0,0
MIL,96,IND,103,Loss,Home,21,25,21,29,0,0,0,0,18,27,33,25,0,0,0,0
WAS,95,TOR,102,Loss,Home,27,20,27,21,0,0,0,0,19,32,26,25,0,0,0,0
PHO,116,OKC,124,Loss,Home,37,30,32,17,0,0,0,0,32,28,37,27,0,0,0,0
LAC,128,NY,105,Win,Home,32,25,35,36,0,0,0,0,25,35,18,27,0,0,0,0
UTA,116,MIN,108,Win,Home,23,33,29,31,0,0,0,0,24,21,32,31,0,0,0,0
ORL,107,MEM,100,Win,Home,31,21,25,30,0,0,0,0,27,25,27,21,0,0,0,0
CLE,117,DEN,126,Loss,Home,31,31,35,20,0,0,0,0,37,36,30,23,0,0,0,0
MIA,105,DET,96,Win,Home,27,32,15,31,0,0,0,0,28,18,24,26,0,0,0,0
HOU,123,BOS,120,Win,Home,30,28,28,37,0,0,0,0,32,32,25,31,0,0,0,0
SA,112,LAL,116,Loss,Home,30,30,31,21,0,0,0,0,23,30,27,36,0,0,0,0
POR,108,OKC,100,Win,Home,25,28,30,25,0,0,0,0,28,22,25,25,0,0,0,0
SAC,91,UTA,98,Loss,Home,17,26,23,25,0,0,0,0,25,27,23,23,0,0,0,0
ATL,113,PHO,112,Win,Home,29,27,30,27,0,0,0,0,23,33,31,25,0,0,0,0
TOR,103,CHA,98,Win,Home,26,26,30,21,0,0,0,0,21,22,26,29,0,0,0,0
WAS,95,IND,98,Loss,Home,20,25,20,30,0,0,0,0,30,25,25,18,0,0,0,0
DAL,109,NO,126,Loss,Home,25,24,29,31,0,0,0,0,33,32,26,35,0,0,0,0
MIL,118,PHI,110,Win,Home,31,29,33,25,0,0,0,0,43,29,14,24,0,0,0,0
LAC,123,BKN,120,Win,Home,32,33,26,32,0,0,0,0,27,26,33,34,0,0,0,0
SAC,102,NY,99,Win,Home,32,19,32,19,0,0,0,0,20,26,26,27,0,0,0,0
CLE,112,DET,90,Win,Home,26,28,36,22,0,0,0,0,28,21,21,20,0,0,0,0
IND,92,MIL,89,Win,Home,20,24,29,19,0,0,0,0,17,29,23,20,0,0,0,0
MIA,125,PHO,103,Win,Home,30,31,32,32,0,0,0,0,27,21,32,23,0,0,0,0
CHI,89,BOS,105,Loss,Home,16,13,24,36,0,0,0,0,35,20,31,19,0,0,0,0
SA,100,MEM,98,Win,Home,21,26,23,30,0,0,0,0,23,22,27,26,0,0,0,0
UTA,94,ORL,80,Win,Home,25,29,20,20,0,0,0,0,29,15,23,13,0,0,0,0
LAL,103,POR,108,Loss,Home,24,31,25,23,0,0,0,0,27,31,15,35,0,0,0,0
CHA,114,PHI,128,Loss,Home,29,30,32,23,0,0,0,0,32,39,30,27,0,0,0,0
TOR,106,ATL,90,Win,Home,27,23,26,30,0,0,0,0,28,23,26,13,0,0,0,0
WAS,117,MIA,113,Win,Home,31,28,27,19,12,0,0,0,26,24,30,25,8,0,0,0
OKC,112,HOU,122,Loss,Home,24,21,29,38,0,0,0,0,26,28,33,35,0,0,0,0
DAL,118,DEN,107,Win,Home,29,29,38,22,0,0,0,0,25,37,23,22,0,0,0,0
POR,111,NY,87,Win,Home,35,22,30,24,0,0,0,0,28,24,19,16,0,0,0,0
GS,114,BKN,101,Win,Home,35,13,38,28,0,0,0,0,19,34,27,21,0,0,0,0
LAC,116,NO,121,Loss,Home,27,25,30,34,0,0,0,0,35,32,30,24,0,0,0,0
IND,84,UTA,104,Loss,Home,20,24,25,15,0,0,0,0,32,22,25,25,0,0,0,0
CHI,119,MEM,110,Win,Home,30,34,26,29,0,0,0,0,22,29,24,35,0,0,0,0
DET,119,TOR,121,Loss,Home,23,36,25,30,5,0,0,0,27,18,40,29,7,0,0,0
MIL,99,HOU,110,Loss,Home,22,24,30,23,0,0,0,0,24,34,29,23,0,0,0,0
SAC,101,NO,114,Loss,Home,21,23,23,34,0,0,0,0,32,30,23,29,0,0,0,0
DEN,108,CLE,113,Loss,Home,23,35,29,21,0,0,0,0,38,32,19,24,0,0,0,0
LAL,108,ORL,107,Win,Home,23,33,25,27,0,0,0,0,32,19,28,28,0,0,0,0
CHA,111,BKN,125,Loss,Home,29,30,26,26,0,0,0,0,35,30,31,29,0,0,0,0
MIA,108,PHI,99,Win,Home,29,24,20,35,0,0,0,0,28,21,25,25,0,0,0,0
MIN,109,BOS,117,Loss,Home,28,18,28,35,0,0,0,0,35,25,26,31,0,0,0,0
OKC,115,PHO,87,Win,Home,26,23,39,27,0,0,0,0,23,15,29,20,0,0,0,0
GS,110,SA,107,Win,Home,28,18,32,32,0,0,0,0,21,29,37,20,0,0,0,0
DET,99,CHI,83,Win,Home,21,28,24,26,0,0,0,0,26,21,15,21,0,0,0,0
IND,112,ATL,87,Win,Home,34,19,34,25,0,0,0,0,15,22,26,24,0,0,0,0
TOR,108,HOU,105,Win,Home,32,26,25,25,0,0,0,0,16,27,32,30,0,0,0,0
MEM,78,UTA,95,Loss,Home,23,15,20,20,0,0,0,0,24,26,21,24,0,0,0,0
MIL,120,NY,112,Win,Home,26,34,31,29,0,0,0,0,22,33,34,23,0,0,0,0
NO,97,WAS,116,Loss,Home,19,19,24,35,0,0,0,0,22,31,30,33,0,0,0,0
DEN,125,LAL,116,Win,Home,37,28,29,31,0,0,0,0,28,34,34,20,0,0,0,0
POR,125,GS,108,Win,Home,33,28,26,38,0,0,0,0,27,25,31,25,0,0,0,0
SAC,94,ORL,88,Win,Home,22,19,33,20,0,0,0,0,14,22,26,26,0,0,0,0
LAC,116,CLE,102,Win,Home,35,26,24,31,0,0,0,0,17,30,30,25,0,0,0,0
CHA,122,PHO,115,Win,Home,32,27,35,28,0,0,0,0,25,26,21,43,0,0,0,0
MIA,129,WAS,102,Win,Home,26,34,43,26,0,0,0,0,20,28,28,26,0,0,0,0
DAL,114,MEM,80,Win,Home,31,25,28,30,0,0,0,0,13,17,33,17,0,0,0,0
OKC,104,SA,94,Win,Home,24,28,25,27,0,0,0,0,19,24,25,26,0,0,0,0
LAC,113,ORL,105,Win,Home,30,26,31,26,0,0,0,0,27,31,31,16,0,0,0,0
NY,106,TOR,132,Loss,Home,27,30,29,20,0,0,0,0,32,33,37,30,0,0,0,0
ATL,122,CHI,129,Loss,Home,34,16,35,37,0,0,0,0,20,33,38,38,0,0,0,0
MIN,109,GS,103,Win,Home,34,21,29,25,0,0,0,0,24,38,22,19,0,0,0,0
NO,99,UTA,116,Loss,Home,23,28,23,25,0,0,0,0,29,19,30,38,0,0,0,0
DEN,130,SAC,104,Win,Home,32,34,35,29,0,0,0,0,25,24,19,36,0,0,0,0
DAL,82,HOU,105,Loss,Home,14,33,16,19,0,0,0,0,25,23,32,25,0,0,0,0
BOS,97,IND,99,Loss,Home,25,25,20,27,0,0,0,0,24,16,34,25,0,0,0,0
BKN,97,PHI,120,Loss,Home,25,35,23,14,0,0,0,0,37,33,26,24,0,0,0,0
LAL,127,CLE,113,Win,Home,33,32,33,29,0,0,0,0,29,31,22,31,0,0,0,0
HOU,109,SA,93,Win,Home,25,29,34,21,0,0,0,0,21,22,24,26,0,0,0,0
MEM,103,MIL,121,Loss,Home,24,26,23,30,0,0,0,0,32,32,26,31,0,0,0,0
OKC,106,SAC,101,Win,Home,19,27,32,28,0,0,0,0,16,24,39,22,0,0,0,0
POR,115,MIA,99,Win,Home,34,25,29,27,0,0,0,0,25,22,25,27,0,0,0,0
PHI,98,IND,101,Loss,Home,23,30,26,19,0,0,0,0,33,24,26,18,0,0,0,0
WAS,111,MIN,116,Loss,Home,26,33,31,21,0,0,0,0,25,28,29,34,0,0,0,0
ATL,107,OKC,119,Loss,Home,28,38,22,19,0,0,0,0,31,23,36,29,0,0,0,0
BKN,102,TOR,116,Loss,Home,40,27,18,17,0,0,0,0,32,25,30,29,0,0,0,0
NY,97,DAL,110,Loss,Home,31,29,12,25,0,0,0,0,29,28,26,27,0,0,0,0
CHI,106,LAC,112,Loss,Home,27,33,18,28,0,0,0,0,31,31,28,22,0,0,0,0
NO,119,CHA,115,Win,Home,37,35,20,27,0,0,0,0,32,33,27,23,0,0,0,0
SA,108,ORL,72,Win,Home,24,38,34,12,0,0,0,0,18,19,20,15,0,0,0,0
UTA,110,DET,79,Win,Home,42,22,22,24,0,0,0,0,21,18,20,20,0,0,0,0
PHO,107,CLE,129,Loss,Home,18,34,28,27,0,0,0,0,38,30,34,27,0,0,0,0
LAL,112,DEN,103,Win,Home,35,13,29,35,0,0,0,0,22,25,35,21,0,0,0,0
ORL,126,MIL,117,Win,Home,36,25,30,35,0,0,0,0,20,32,28,37,0,0,0,0
BOS,124,WAS,125,Loss,Home,37,22,21,26,9,9,0,0,23,29,29,25,9,10,0,0
SAC,123,MIA,119,Win,Home,24,35,32,20,12,0,0,0,31,21,27,32,8,0,0,0
GS,117,LAL,106,Win,Home,26,29,34,28,0,0,0,0,23,32,27,24,0,0,0,0
IND,99,TOR,106,Loss,Home,27,30,22,20,0,0,0,0,25,24,28,29,0,0,0,0
ATL,117,CHA,129,Loss,Home,23,32,24,38,0,0,0,0,33,30,34,32,0,0,0,0
NY,110,PHI,118,Loss,Home,32,36,23,19,0,0,0,0,32,28,23,35,0,0,0,0
HOU,101,LAC,96,Win,Home,28,19,31,23,0,0,0,0,26,25,23,22,0,0,0,0
MEM,110,CHI,111,Loss,Home,29,23,23,35,0,0,0,0,22,30,26,33,0,0,0,0
SA,98,NO,93,Win,Home,37,23,18,20,0,0,0,0,26,32,15,20,0,0,0,0
DEN,120,DET,113,Win,Home,33,32,33,22,0,0,0,0,29,22,33,29,0,0,0,0
UTA,116,PHO,88,Win,Home,20,36,25,35,0,0,0,0,23,20,23,22,0,0,0,0
POR,113,CLE,105,Win,Home,29,30,29,25,0,0,0,0,29,25,23,28,0,0,0,0
ORL,83,BOS,92,Loss,Home,16,15,21,31,0,0,0,0,25,23,27,17,0,0,0,0
PHI,120,BKN,116,Win,Home,30,25,31,34,0,0,0,0,33,25,23,35,0,0,0,0
TOR,122,DAL,115,Win,Home,29,25,24,28,16,0,0,0,27,33,24,22,9,0,0,0
OKC,121,LAC,113,Win,Home,27,36,26,32,0,0,0,0,30,26,28,29,0,0,0,0
GS,93,SAC,98,Loss,Home,36,23,16,18,0,0,0,0,29,28,18,23,0,0,0,0
LAL,91,MIA,92,Loss,Home,24,26,21,20,0,0,0,0,25,25,24,18,0,0,0,0
NO,101,HOU,107,Loss,Home,29,25,18,29,0,0,0,0,32,28,24,23,0,0,0,0
WAS,109,IND,102,Win,Home,25,32,29,23,0,0,0,0,20,25,26,31,0,0,0,0
BKN,114,DAL,106,Win,Home,30,29,29,26,0,0,0,0,24,32,33,17,0,0,0,0
NY,124,CHA,101,Win,Home,22,35,42,25,0,0,0,0,24,26,17,34,0,0,0,0
CHI,109,CLE,114,Loss,Home,31,21,29,28,0,0,0,0,32,37,16,29,0,0,0,0
MEM,101,DEN,94,Win,Home,34,19,31,17,0,0,0,0,17,31,27,19,0,0,0,0
MIL,122,ATL,117,Win,Home,26,30,39,27,0,0,0,0,31,19,37,30,0,0,0,0
SA,117,MIN,101,Win,Home,23,38,29,27,0,0,0,0,24,26,31,20,0,0,0,0
UTA,103,SAC,97,Win,Home,32,18,30,23,0,0,0,0,27,27,25,18,0,0,0,0
PHO,109,GS,124,Loss,Home,34,26,25,24,0,0,0,0,30,22,42,30,0,0,0,0
POR,100,DET,87,Win,Home,31,29,20,20,0,0,0,0,20,25,18,24,0,0,0,0
TOR,125,OKC,132,Loss,Home,34,30,34,27,0,0,0,0,40,26,31,35,0,0,0,0
NO,108,BOS,89,Win,Home,20,27,35,26,0,0,0,0,28,21,27,13,0,0,0,0
MIN,120,HOU,129,Loss,Home,23,33,35,29,0,0,0,0,38,39,30,22,0,0,0,0
LAC,109,POR,122,Loss,Home,18,34,29,28,0,0,0,0,24,34,33,31,0,0,0,0
CLE,124,MIL,117,Win,Home,26,38,29,31,0,0,0,0,25,32,28,32,0,0,0,0
IND,110,LAL,100,Win,Home,29,28,35,18,0,0,0,0,37,22,21,20,0,0,0,0
PHI,108,CHA,94,Win,Home,21,28,32,27,0,0,0,0,18,38,14,24,0,0,0,0
BKN,118,MEM,115,Win,Home,32,33,22,31,0,0,0,0,31,32,31,21,0,0,0,0
MIA,149,DEN,141,Win,Home,36,28,28,26,13,18,0,0,37,26,28,27,13,10,0,0
NY,110,CHI,92,Win,Home,19,28,36,27,0,0,0,0,18,19,30,25,0,0,0,0
SA,89,GS,75,Win,Home,30,19,12,28,0,0,0,0,21,20,22,12,0,0,0,0
SAC,90,DET,106,Loss,Home,21,23,22,24,0,0,0,0,25,19,29,33,0,0,0,0
ORL,86,TOR,93,Loss,Home,25,26,25,10,0,0,0,0,24,28,16,25,0,0,0,0
BOS,100,OKC,99,Win,Home,18,27,28,27,0,0,0,0,26,22,27,24,0,0,0,0
MIN,123,LAC,109,Win,Home,28,31,36,28,0,0,0,0,32,26,25,26,0,0,0,0
NO,115,DAL,105,Win,Home,29,25,26,35,0,0,0,0,30,22,28,25,0,0,0,0
UTA,94,ATL,99,Loss,Home,27,15,25,27,0,0,0,0,21,20,22,36,0,0,0,0
PHO,88,DET,115,Loss,Home,19,19,26,24,0,0,0,0,19,25,36,35,0,0,0,0
POR,111,HOU,115,Loss,Home,31,24,32,24,0,0,0,0,27,28,31,29,0,0,0,0
CLE,132,TOR,129,Win,Home,42,22,34,34,0,0,0,0,38,41,20,30,0,0,0,0
PHI,119,MEM,105,Win,Home,26,32,41,20,0,0,0,0,19,25,25,36,0,0,0,0
BKN,105,CHA,111,Loss,Home,34,28,25,18,0,0,0,0,22,21,32,36,0,0,0,0
MIA,119,NY,98,Win,Home,27,37,35,20,0,0,0,0,26,21,30,21,0,0,0,0
CHI,102,DEN,135,Loss,Home,25,21,24,32,0,0,0,0,39,38,36,22,0,0,0,0
MIL,120,LAC,127,Loss,Home,24,33,26,37,0,0,0,0,38,26,33,30,0,0,0,0
SA,98,WAS,90,Win,Home,18,32,27,21,0,0,0,0,18,26,16,30,0,0,0,0
NO,96,IND,92,Win,Home,24,27,16,29,0,0,0,0,25,25,19,23,0,0,0,0
CHA,140,MEM,79,Win,Home,37,38,37,28,0,0,0,0,14,28,15,22,0,0,0,0
ORL,98,PHI,118,Loss,Home,23,26,16,33,0,0,0,0,32,38,25,23,0,0,0,0
HOU,100,DET,96,Win,Home,21,27,23,17,12,0,0,0,27,23,18,20,8,0,0,0
NO,128,LAL,125,Win,Home,40,31,26,31,0,0,0,0,44,29,35,17,0,0,0,0
DAL,112,UTA,119,Loss,Home,34,24,23,31,0,0,0,0,37,28,31,23,0,0,0,0
SAC,105,ATL,90,Win,Home,25,24,31,25,0,0,0,0,28,16,27,19,0,0,0,0
IND,109,LAC,104,Win,Home,27,31,24,27,0,0,0,0,28,25,23,28,0,0,0,0
WAS,100,DEN,108,Loss,Home,16,27,33,24,0,0,0,0,23,32,23,30,0,0,0,0
CLE,120,PHO,95,Win,Home,23,39,31,27,0,0,0,0,27,18,26,24,0,0,0,0
NY,104,MIN,108,Loss,Home,22,26,34,22,0,0,0,0,31,26,27,24,0,0,0,0
TOR,116,BKN,112,Win,Home,31,28,25,32,0,0,0,0,32,32,27,21,0,0,0,0
CHI,105,MIL,118,Loss,Home,34,27,21,23,0,0,0,0,24,37,29,28,0,0,0,0
OKC,105,MIA,99,Win,Home,24,20,20,41,0,0,0,0,18,22,26,33,0,0,0,0
SA,124,UTA,120,Win,Home,29,27,21,37,10,0,0,0,21,30,22,41,6,0,0,0
POR,100,BOS,105,Loss,Home,26,26,25,23,0,0,0,0,23,24,20,38,0,0,0,0
GS,106,ATL,94,Win,Home,16,27,36,27,0,0,0,0,18,33,23,20,0,0,0,0
PHI,120,MIN,108,Win,Home,32,27,39,22,0,0,0,0,24,28,19,37,0,0,0,0
DET,117,CHI,95,Win,Home,36,30,29,22,0,0,0,0,22,25,29,19,0,0,0,0
ORL,105,PHO,99,Win,Home,26,12,39,28,0,0,0,0,23,23,28,25,0,0,0,0
HOU,114,NO,91,Win,Home,29,35,19,31,0,0,0,0,16,21,24,30,0,0,0,0
MEM,93,LAL,100,Loss,Home,28,29,14,22,0,0,0,0,17,35,19,29,0,0,0,0
DAL,98,CHA,102,Loss,Home,27,21,22,28,0,0,0,0,22,32,25,23,0,0,0,0
